"date","close","volume","open","high","low"

"2019/03/08","41.3600","11747900.0000","40.5800","41.4950","40.4000"
"2019/03/07","41.1700","12502090.0000","41.3200","41.3500","40.6300"
"2019/03/06","41.6200","7061868.0000","41.8300","42.0900","41.5900"
"2019/03/05","41.9000","10347640.0000","41.9800","42.0400","41.1900"
"2019/03/04","42.0000","12112960.0000","42.5500","43.1000","41.8000"
"2019/03/01","42.5000","12322830.0000","42.3500","42.8700","42.3500"
"2019/02/28","41.9800","11886330.0000","42.4900","42.6200","41.8400"
"2019/02/27","42.5600","6916585.0000","42.4700","42.7100","42.2500"
"2019/02/26","42.4100","10403120.0000","41.9800","42.6800","41.6300"
"2019/02/25","42.1900","10804510.0000","42.1300","42.8600","42.1100"
"2019/02/22","41.7900","10129320.0000","42.0500","42.2400","41.6000"
"2019/02/21","41.9600","9555994.0000","42.3900","42.5200","41.6850"
"2019/02/20","42.4200","10031530.0000","42.0900","42.4750","42.0200"
"2019/02/19","42.1600","9401734.0000","41.5800","42.2800","41.4300"
"2019/02/15","41.9900","13232860.0000","41.1600","42.0800","41.1300"
"2019/02/14","40.7200","10414220.0000","40.8100","41.5300","40.2800"
"2019/02/13","41.1900","9508853.0000","41.5000","42.0300","41.1600"
"2019/02/12","41.1500","12343320.0000","40.6500","41.5000","40.6500"
"2019/02/11","40.2100","17051680.0000","41.0000","41.0800","40.1900"
"2019/02/08","40.8100","13989260.0000","41.0300","41.3400","40.1150"
"2019/02/07","41.4800","12707560.0000","42.1100","42.1800","41.0350"
"2019/02/06","42.3800","9633530.0000","42.3000","42.8500","42.0900"
"2019/02/05","42.4500","9971523.0000","42.3800","42.5600","42.2200"
"2019/02/04","42.4600","8712028.0000","41.9000","42.4600","41.6800"
"2019/02/01","41.8200","13320500.0000","42.3000","42.7254","41.7900"
"2019/01/31","42.3000","11163440.0000","42.3000","42.6700","42.1750"
"2019/01/30","42.7900","12341710.0000","42.3500","42.9700","42.0650"
"2019/01/29","42.4900","9912090.0000","42.5300","42.7000","42.1100"
"2019/01/28","42.6500","10396550.0000","42.4400","42.7300","42.0600"
"2019/01/25","42.9800","13417390.0000","42.6700","43.2500","42.5500"
"2019/01/24","42.0500","13419910.0000","41.9500","42.5800","41.8400"
"2019/01/23","42.1500","15582850.0000","42.5200","42.6200","41.6550"
"2019/01/22","42.4100","20176830.0000","42.4200","42.7400","41.9300"
"2019/01/18","43.6900","20508130.0000","43.0200","43.7700","42.5600"
"2019/01/17","42.5300","47009270.0000","42.4500","43.1800","41.6100"
"2019/01/16","44.4900","30433120.0000","44.0000","45.1069","43.6700"
"2019/01/15","42.8800","11611570.0000","42.2100","42.9900","42.0300"
"2019/01/14","42.4800","12334610.0000","41.3100","42.7900","41.1200"
"2019/01/11","41.7400","8181870.0000","41.2800","41.8700","40.9600"
"2019/01/10","41.6600","7410920.0000","41.3800","41.9600","41.2400"
"2019/01/09","41.7400","9221736.0000","41.9100","42.2100","41.2500"
"2019/01/08","41.4500","11251200.0000","42.3000","42.4100","41.0800"
"2019/01/07","41.7100","11755570.0000","41.5100","42.1600","40.9800"
"2019/01/04","41.3000","14368460.0000","40.5000","41.5800","40.2800"
"2019/01/03","39.6800","13040190.0000","40.2200","40.2200","39.2500"
"2019/01/02","40.4000","10611620.0000","39.0200","40.7200","38.7600"
"2018/12/31","39.6500","9516407.0000","39.6700","40.0800","39.0650"
"2018/12/28","39.3700","12854150.0000","39.9400","40.0000","38.9400"
"2018/12/27","39.6600","13894950.0000","38.4800","39.7700","38.3300"
"2018/12/26","39.3000","16648330.0000","37.2800","39.3950","36.7800"
"2018/12/24","37.0100","11444430.0000","37.6100","38.0000","36.7400"
"2018/12/21","37.6800","21528140.0000","38.4100","39.7200","37.4900"
"2018/12/20","38.9100","27329330.0000","38.8900","39.6600","38.5600"
"2018/12/19","39.3000","19387360.0000","39.9000","41.0800","38.8400"
"2018/12/18","39.8900","14506000.0000","39.9500","40.8200","39.6400"
"2018/12/17","39.6000","15774020.0000","39.2900","40.6600","39.0150"
"2018/12/14","39.6400","17328980.0000","40.0700","40.9400","39.5300"
"2018/12/13","40.6000","15703170.0000","40.8800","41.1200","40.3250"
"2018/12/12","40.8100","14151690.0000","41.1100","41.7600","40.8000"
"2018/12/11","40.6200","13508950.0000","41.5200","41.8800","40.1800"
"2018/12/10","40.7100","16205240.0000","41.0900","41.4200","39.5550"
