"date","close","volume","open","high","low"
"2019/01/24","108.2400","769173.0000","108.0600","108.9500","107.4000"
"2019/01/23","108.0900","1645559.0000","107.4500","108.3700","106.5800"
"2019/01/22","107.2600","2799296.0000","108.7100","108.8500","106.0200"
"2019/01/18","109.0500","2361241.0000","109.8000","109.8000","108.2600"
"2019/01/17","108.4700","2143885.0000","108.8000","109.8900","108.1811"
"2019/01/16","109.2800","2813549.0000","109.8700","111.3700","109.0900"
"2019/01/15","110.1800","1788122.0000","108.2800","110.2400","107.5400"
"2019/01/14","108.1300","1407978.0000","108.6300","109.1000","107.8300"
"2019/01/11","109.4200","1819654.0000","109.2700","109.4500","107.3300"
"2019/01/10","110.0500","1681203.0000","108.3200","111.1700","108.0001"
"2019/01/09","109.2000","2750124.0000","109.9300","110.5300","108.5900"
"2019/01/08","109.7600","1595368.0000","108.8600","110.0700","107.8200"
"2019/01/07","108.0100","1528402.0000","107.4100","108.8800","105.9500"
"2019/01/04","107.8100","3045321.0000","103.1400","107.9200","103.1400"
"2019/01/03","101.7400","3335349.0000","106.3500","107.0000","101.5700"
"2019/01/02","107.4600","1802105.0000","106.7200","108.5850","105.2850"
"2018/12/31","108.5600","1771174.0000","107.6100","108.5600","107.3900"
"2018/12/28","107.2400","1280441.0000","107.1900","108.5200","106.4000"
"2018/12/27","106.6300","1630241.0000","104.2700","106.6600","102.8000"
"2018/12/26","105.5800","2458110.0000","101.7000","105.6800","101.4200"
"2018/12/24","100.9900","1450123.0000","102.5200","102.9900","100.6200"
"2018/12/21","102.8800","4319214.0000","104.3900","106.5300","102.3000"
"2018/12/20","104.1900","4178151.0000","106.2400","106.2400","102.9600"
"2018/12/19","106.3900","2234003.0000","108.7600","109.7500","105.7600"
"2018/12/18","108.2400","1881548.0000","108.7100","109.3900","107.5200"
"2018/12/17","107.6600","2326262.0000","107.9200","109.3400","106.5800"
"2018/12/14","107.6600","2241619.0000","108.0000","109.9800","107.3700"
"2018/12/13","108.8500","2066551.0000","110.5700","110.9750","108.2400"
"2018/12/12","110.0700","2615777.0000","110.1900","111.8950","109.9701"
"2018/12/11","110.0300","2613804.0000","112.3300","112.9400","109.7900"
"2018/12/10","110.8100","1773460.0000","111.4400","112.3500","109.2000"
"2018/12/07","111.2500","2637020.0000","114.8500","116.2500","110.6900"
"2018/12/06","115.3200","2910950.0000","111.6800","115.5000","111.1100"
"2018/12/04","113.5000","3097300.0000","119.0000","119.2300","112.9200"
"2018/12/03","119.5300","3620090.0000","116.0000","120.0900","115.6900"
"2018/11/30","115.0300","9546649.0000","113.6000","116.7200","113.3800"
"2018/11/29","121.8400","1174537.0000","121.3700","122.8300","120.5500"
"2018/11/28","122.1900","1497529.0000","119.9900","122.2700","118.5200"
"2018/11/27","119.9700","1539401.0000","120.0000","120.4000","119.0700"
"2018/11/26","119.9000","1280633.0000","118.9900","120.5100","118.2800"
"2018/11/23","117.2600","445155.0000","116.5100","118.0000","115.8000"
"2018/11/21","117.1700","1317537.0000","116.1000","118.7400","116.0900"
"2018/11/20","115.5600","2237734.0000","114.2600","116.2900","113.1400"
"2018/11/19","116.5000","1692187.0000","118.4500","118.8600","115.3900"
"2018/11/16","118.6500","1369326.0000","117.2200","119.3200","117.0400"
"2018/11/15","118.3100","1595980.0000","115.2400","118.6200","115.0308"
"2018/11/14","116.3000","1383043.0000","117.3500","118.0000","115.6000"
"2018/11/13","116.5500","2381774.0000","115.7200","117.9200","115.7000"
"2018/11/12","115.0700","1987614.0000","116.5600","117.3100","114.7300"
"2018/11/09","117.0400","1687452.0000","116.6500","117.6200","116.1800"
"2018/11/08","116.9100","1810487.0000","115.6100","117.2100","115.2600"
"2018/11/07","116.1400","2503054.0000","114.8200","117.1500","114.6350"
"2018/11/06","114.5500","6906307.0000","115.0000","117.3950","112.1100"
"2018/11/05","120.6800","2402128.0000","121.3000","121.5300","119.7100"
"2018/11/02","120.9300","2797282.0000","122.2400","122.9700","119.9400"
"2018/11/01","121.0900","2471128.0000","118.4850","121.2300","116.0200"
"2018/10/31","116.8900","2437879.0000","116.3300","118.7200","116.2100"
"2018/10/30","115.2700","2419788.0000","112.8500","115.3700","112.4500"
"2018/10/29","112.7800","2868470.0000","113.9200","114.5300","111.2000"
"2018/10/26","112.7300","3120027.0000","108.6300","114.1800","108.4400"
"2018/10/25","111.5400","3274328.0000","108.1600","112.3800","108.1600"
"2018/10/24","107.1300","5112690.0000","112.0300","113.7800","106.9600"
"2018/10/23","112.3500","4007767.0000","111.0000","112.4000","107.9000"
"2018/10/22","111.4900","1559573.0000","112.5500","113.1200","111.2800"
"2018/10/19","112.0400","2663720.0000","114.7100","115.2900","112.0100"
"2018/10/18","115.2900","2174253.0000","117.4900","117.9300","115.1200"
"2018/10/17","117.9600","1067698.0000","118.1700","118.7250","116.3700"
"2018/10/16","117.9500","1529261.0000","116.2300","118.3300","115.9600"
"2018/10/15","115.5100","1499501.0000","117.0500","117.4000","115.4700"
"2018/10/12","117.4900","2248582.0000","117.2100","117.8850","115.7395"
"2018/10/11","114.6300","2596260.0000","116.3400","117.4200","114.0500"
"2018/10/10","116.4800","2210930.0000","119.2700","119.6600","116.4100"
"2018/10/09","119.7700","1718194.0000","120.4800","121.2600","119.6800"
"2018/10/08","120.5700","1627553.0000","121.4500","121.6900","119.5000"
"2018/10/05","121.4500","2302893.0000","122.9200","123.5150","120.2900"
"2018/10/04","122.2000","2714311.0000","124.2900","124.5600","121.0750"
"2018/10/03","124.5900","2451676.0000","126.3000","126.8900","124.3400"
"2018/10/02","125.9700","2157025.0000","128.1600","128.4850","125.9500"
"2018/10/01","128.3500","2287016.0000","132.6700","132.8600","128.3000"
"2018/09/28","132.0300","2438980.0000","132.8000","133.1300","131.8650"
"2018/09/27","133.4200","1880633.0000","130.4800","133.5000","130.3400"
"2018/09/26","130.9800","2280283.0000","129.5200","132.0400","129.3431"
"2018/09/25","129.2700","1342511.0000","130.7100","130.7400","129.1500"
"2018/09/24","130.2400","1566780.0000","130.3800","130.7600","128.3900"
"2018/09/21","130.9000","5518721.0000","132.6600","133.3600","130.4100"
"2018/09/20","132.1800","1786422.0000","131.7200","132.2500","130.2400"
"2018/09/19","131.2300","1625378.0000","130.3000","131.5900","129.7800"
"2018/09/18","129.8100","1755926.0000","129.8500","130.2700","129.2500"
"2018/09/17","129.7700","1935409.0000","130.2900","130.5100","129.3600"
"2018/09/14","130.4300","1680958.0000","129.8200","130.8600","129.4200"
"2018/09/13","129.5400","1911870.0000","128.0500","129.8600","128.0100"
"2018/09/12","127.5700","1449437.0000","127.1800","127.7100","126.5000"
"2018/09/11","127.3500","2683275.0000","126.9000","128.2100","126.6700"
"2018/09/10","127.6800","3869733.0000","127.0800","128.0400","126.7000"
"2018/09/07","126.6100","2913971.0000","125.0100","126.7000","124.3805"
"2018/09/06","124.9800","2464736.0000","125.1200","125.6500","123.5600"
"2018/09/05","125.0100","3074411.0000","125.7000","126.1900","124.8600"
"2018/09/04","126.5500","1912986.0000","126.1100","126.7200","125.0600"
"2018/08/31","126.4700","2245616.0000","126.3400","127.2700","126.2100"
"2018/08/30","126.2100","1812621.0000","126.8600","127.0500","125.7400"
"2018/08/29","126.9500","3105175.0000","124.3100","127.7600","124.1600"
"2018/08/28","124.6800","1698237.0000","124.5800","125.2700","123.5680"
"2018/08/27","124.2900","1269859.0000","123.6800","124.7000","123.5800"
"2018/08/24","123.1100","1408312.0000","122.5800","123.5900","122.3000"
"2018/08/23","122.1800","1667186.0000","123.6500","123.8300","122.0200"
"2018/08/22","123.7100","1582597.0000","124.3400","124.7100","123.5500"
"2018/08/21","125.1600","2474320.0000","124.4300","125.6400","124.3650"
"2018/08/20","124.4000","2398161.0000","123.8400","124.5200","123.6300"
"2018/08/17","123.8500","2652799.0000","122.1000","123.8800","121.4200"
"2018/08/16","122.1500","2475258.0000","121.1800","122.8300","121.1100"
"2018/08/15","120.4300","2115688.0000","120.5600","121.0200","119.3200"
"2018/08/14","121.6100","2138917.0000","121.5100","122.0000","120.8400"
"2018/08/13","120.4600","1713023.0000","120.6500","121.4500","119.9000"
"2018/08/10","120.1600","2313990.0000","120.5700","121.6400","119.7700"
"2018/08/09","120.7900","3166580.0000","122.0300","122.9000","120.6100"
"2018/08/08","121.6300","2864476.0000","124.6100","125.6700","121.5000"
"2018/08/07","124.4300","3858302.0000","125.3100","126.8300","123.9600"
"2018/08/06","129.2800","2003065.0000","128.5100","129.5100","127.4000"
"2018/08/03","128.1900","1325692.0000","129.1100","129.2800","127.5800"
"2018/08/02","129.1300","1508344.0000","126.7200","129.3200","125.9200"
"2018/08/01","127.8700","2321718.0000","127.7800","129.1800","126.9700"
"2018/07/31","127.8400","1606278.0000","126.2100","128.0600","125.7000"
"2018/07/30","125.9100","2022714.0000","128.2900","128.4700","125.6900"
"2018/07/27","128.5500","2028413.0000","131.1300","131.8700","128.3400"
"2018/07/26","130.9700","1960197.0000","132.1700","133.6608","130.7703"
"2018/07/25","131.5000","2717221.0000","129.0000","131.7300","127.2100"
"2018/07/24","130.0200","3871104.0000","132.0100","132.3100","128.7700"
"2018/07/23","132.0300","1471540.0000","133.0500","133.0500","131.8700"
"2018/07/20","133.0500","1529458.0000","132.9100","134.1200","132.0700"
"2018/07/19","133.2000","1944191.0000","131.0200","133.4700","131.0200"
"2018/07/18","133.1300","2127614.0000","130.3600","133.6800","130.1600"
"2018/07/17","130.4500","1224025.0000","130.1300","130.9400","129.9000"
"2018/07/16","130.7900","1440275.0000","131.2400","131.4400","130.2600"
"2018/07/13","131.0100","843578.0000","130.5400","131.1600","130.4100"
"2018/07/12","130.7700","1334980.0000","130.6800","131.0900","129.3700"
"2018/07/11","129.8500","1829090.0000","130.0700","130.6300","129.2600"
"2018/07/10","130.7300","2163384.0000","130.0900","131.4300","130.0900"
"2018/07/09","130.1600","2627746.0000","129.0800","130.2600","127.9100"
"2018/07/06","127.6600","1323633.0000","126.7100","127.9600","125.8400"
"2018/07/05","126.4900","1982623.0000","125.0600","126.7100","125.0600"
"2018/07/03","124.5200","1345846.0000","127.0600","127.5400","124.3400"
"2018/07/02","126.4900","1681299.0000","125.5700","126.9200","125.0000"
"2018/06/29","126.6000","2022556.0000","125.3800","127.5500","125.2500"
"2018/06/28","125.2600","2073545.0000","127.0400","127.2900","124.2200"
"2018/06/27","126.9400","2282226.0000","129.5600","130.7700","126.7000"
"2018/06/26","129.4300","1748811.0000","129.4500","130.1400","128.9600"
"2018/06/25","129.1000","2430487.0000","131.4700","131.9900","128.6600"
"2018/06/22","132.6100","1813937.0000","133.9500","134.3100","132.4800"
"2018/06/21","133.7300","1684111.0000","135.7900","135.9900","133.4200"
"2018/06/20","135.9900","1794920.0000","136.7500","138.2200","135.8300"
"2018/06/19","136.5800","1363908.0000","137.1400","137.5200","135.5000"
"2018/06/18","138.6700","826478.0000","137.8200","138.8600","137.5010"
"2018/06/15","138.8300","2291412.0000","139.0000","139.1900","137.2200"
"2018/06/14","138.7500","1214473.0000","138.7000","139.3900","138.1500"
"2018/06/13","138.3500","1658629.0000","140.0000","140.4800","137.7600"
"2018/06/12","139.8600","1343840.0000","139.5600","140.4200","139.2400"
"2018/06/11","139.1400","1802706.0000","138.0400","139.8400","137.7450"
"2018/06/08","138.3800","1609216.0000","139.4800","139.6200","137.9400"
"2018/06/07","139.4400","1622597.0000","141.6600","142.1896","139.0100"
"2018/06/06","141.5700","2112918.0000","137.9700","141.7200","137.7000"
"2018/06/05","138.2200","1331688.0000","138.5000","139.8399","137.8400"
"2018/06/04","138.6900","1277663.0000","138.8200","138.9900","137.4100"
"2018/06/01","138.3400","1558270.0000","136.5800","138.9900","135.7100"
"2018/05/31","135.3600","2316284.0000","136.3200","136.7500","134.6600"
"2018/05/30","136.2700","1262972.0000","135.0200","136.9400","134.6000"
"2018/05/29","134.5500","2011676.0000","136.3200","136.8600","134.0700"
"2018/05/25","137.9700","1396668.0000","137.8100","139.1800","137.2700"
"2018/05/24","137.8700","1503003.0000","137.4300","138.3650","137.2500"
"2018/05/23","137.5900","1059649.0000","136.7600","137.8400","136.7600"
"2018/05/22","137.7800","1099409.0000","139.3900","139.3900","137.5000"
"2018/05/21","138.8000","1101398.0000","138.8800","139.8400","137.9800"
"2018/05/18","138.5200","1444562.0000","139.4700","139.4700","137.7200"
"2018/05/17","138.2900","1894560.0000","139.8900","140.0100","138.0500"
"2018/05/16","140.4400","1620222.0000","139.2100","141.6100","138.6100"
"2018/05/15","138.8600","1492672.0000","139.0000","139.1400","137.8400"
"2018/05/14","139.3500","1845416.0000","139.9100","140.2792","138.9600"
"2018/05/11","139.8200","1509102.0000","138.8800","140.1100","138.1800"
"2018/05/10","138.5700","2114771.0000","138.1200","138.9900","137.3950"
"2018/05/09","137.9000","3997762.0000","138.4300","139.1655","134.2450"
"2018/05/08","139.3100","3751769.0000","136.5300","139.4500","136.0000"
"2018/05/07","136.6400","2328394.0000","136.5800","137.2500","135.8500"
"2018/05/04","135.8500","2778430.0000","133.9200","137.0600","133.1800"
"2018/05/03","134.6400","2471188.0000","133.4000","135.1900","130.7200"
"2018/05/02","134.1600","2324233.0000","137.1200","137.7200","134.0100"
"2018/05/01","137.6000","1046617.0000","136.1900","137.7600","135.4900"
"2018/04/30","136.6800","1104559.0000","138.1200","139.4800","136.4701"
"2018/04/27","137.4200","1112751.0000","137.2800","139.0000","136.5600"
"2018/04/26","137.7600","1237891.0000","138.1600","138.8000","136.2200"
"2018/04/25","137.2400","1112314.0000","136.3900","137.7900","135.2800"
"2018/04/24","136.9000","1561700.0000","138.8400","139.5000","135.3600"
"2018/04/23","137.6300","843335.0000","137.9000","138.7900","136.8200"
"2018/04/20","137.4800","1376054.0000","137.1500","138.2500","136.7300"
"2018/04/19","137.6200","1149616.0000","137.9300","138.6500","136.9900"
"2018/04/18","138.3100","1612196.0000","136.8800","139.1900","136.6900"
"2018/04/17","136.8100","2928183.0000","134.6700","137.5500","134.4600"
"2018/04/16","133.4700","1501463.0000","132.0500","134.2800","131.9200"
"2018/04/13","131.0600","1352666.0000","133.5400","133.9300","130.5100"
"2018/04/12","133.0100","2899484.0000","132.5100","133.7000","131.8600"
"2018/04/11","132.0300","3893071.0000","130.7500","133.6400","130.7500"
"2018/04/10","129.8400","3656316.0000","132.4600","132.8300","128.9700"
"2018/04/09","130.7200","2449652.0000","131.9000","133.2700","130.5700"
"2018/04/06","130.9300","2619734.0000","133.1500","134.2300","129.5300"
"2018/04/05","134.4400","2903376.0000","136.9100","138.4100","133.2300"
"2018/04/04","135.8100","3194397.0000","130.8700","136.1500","130.4200"
"2018/04/03","132.5000","3640862.0000","133.1900","134.1700","131.3700"
"2018/04/02","132.0700","3141275.0000","134.9600","136.4100","130.3900"
"2018/03/29","135.9800","2524738.0000","134.8900","137.4900","134.5104"
"2018/03/28","133.9000","2210205.0000","135.6000","136.5000","132.5600"
"2018/03/27","135.5900","1796185.0000","139.4100","139.6700","134.9700"
"2018/03/26","138.9200","1949631.0000","135.4900","139.1200","134.9900"
"2018/03/23","133.7600","2039206.0000","137.0600","137.9400","133.7500"
"2018/03/22","137.2500","1599684.0000","139.0900","140.9600","137.1500"
"2018/03/21","140.4200","1232296.0000","140.2700","141.3200","139.5400"
"2018/03/20","140.5500","1340674.0000","140.5200","141.3000","140.1500"
"2018/03/19","139.8200","1646176.0000","139.9300","140.5500","138.5000"
"2018/03/16","141.0600","2596314.0000","142.0100","142.4500","141.0500"
"2018/03/15","141.7300","1308520.0000","141.5800","143.0400","140.9400"
"2018/03/14","141.4300","1310079.0000","142.4200","142.9900","140.6700"
"2018/03/13","141.7500","2013042.0000","142.4800","143.3600","141.5700"
"2018/03/12","141.8100","2190195.0000","143.2200","143.6700","141.3100"
"2018/03/09","143.2900","2496165.0000","141.8600","144.6100","140.1900"
"2018/03/08","139.3500","1619427.0000","139.1900","140.2100","138.8500"
"2018/03/07","138.9800","1629541.0000","137.0000","139.4400","136.5200"
"2018/03/06","137.6100","2375202.0000","136.5800","138.4721","136.0000"
"2018/03/05","135.7300","3597572.0000","138.4500","138.9600","134.2900"
"2018/03/02","139.5800","2385471.0000","136.5200","139.9500","135.1300"
"2018/03/01","137.5400","3056953.0000","141.2100","142.0700","137.1700"
"2018/02/28","141.2100","2426514.0000","138.5000","143.3400","138.5000"
"2018/02/27","138.1200","2203897.0000","141.7900","142.3500","138.0800"
"2018/02/26","141.3500","1873806.0000","142.5800","143.1700","141.2300"
"2018/02/23","142.1700","1329496.0000","141.8200","142.2400","140.6500"
"2018/02/22","140.6000","2029397.0000","142.1900","142.7100","139.8200"
"2018/02/21","141.9600","3809841.0000","140.8100","144.8600","140.6200"
"2018/02/20","140.4400","2148031.0000","138.1400","140.9500","138.1313"
"2018/02/16","138.5000","2855444.0000","140.7600","141.4400","138.4800"
"2018/02/15","141.2900","4295294.0000","142.1200","144.9500","140.8500"
"2018/02/14","145.2400","3542191.0000","141.0000","145.4000","140.3200"
"2018/02/13","140.6100","1973984.0000","138.4500","141.0200","137.7110"
"2018/02/12","139.1000","2818883.0000","137.4200","139.9300","137.2700"
"2018/02/09","136.2900","2881543.0000","134.5400","137.4700","131.1000"
"2018/02/08","133.8800","2956496.0000","139.6100","139.9400","133.8100"
"2018/02/07","139.6400","1800625.0000","139.2500","142.7700","138.6601"
"2018/02/06","140.0300","2881832.0000","134.0700","140.2300","131.0000"
"2018/02/05","136.3400","2895187.0000","140.8200","142.6000","136.2800"
"2018/02/02","141.1700","2665425.0000","146.6900","147.0100","140.9700"
"2018/02/01","147.5200","1674872.0000","146.6000","148.2650","145.8200"
"2018/01/31","147.3400","2315294.0000","147.4200","148.6600","146.9290"
"2018/01/30","147.2700","1658163.0000","148.2200","149.2100","147.0600"
"2018/01/29","147.9900","2201502.0000","146.6600","148.9100","145.7720"
"2018/01/26","147.1400","1111614.0000","145.7100","147.1500","144.9200"
"2018/01/25","145.5000","1198028.0000","144.5200","146.0550","143.9850"
"2018/01/24","144.3900","3711997.0000","146.1200","146.6900","143.8300"
"2018/01/23","145.8000","1499491.0000","143.5400","146.4300","143.0400"
"2018/01/22","143.8100","2153912.0000","144.2500","144.2900","142.0650"
"2018/01/19","144.0700","3267004.0000","141.6200","144.0700","141.4400"
"2018/01/18","141.1300","1691176.0000","141.6500","142.6900","140.8700"
"2018/01/17","142.0000","2433224.0000","140.2100","142.6400","139.8400"
"2018/01/16","139.1200","2403421.0000","141.3600","141.3900","138.3500"
"2018/01/12","139.7800","1806773.0000","140.1100","140.2550","138.5300"
"2018/01/11","139.4300","1326509.0000","136.6450","139.5400","136.6450"
"2018/01/10","137.7000","1143445.0000","136.9100","137.7900","136.5100"
"2018/01/09","137.7100","3071480.0000","136.5200","138.3000","136.0000"
"2018/01/08","136.3400","3275513.0000","134.1100","136.5800","134.1100"
"2018/01/05","134.4000","3404292.0000","136.4500","136.4500","134.2000"
"2018/01/04","135.7000","3186884.0000","136.8500","137.1500","134.9500"
"2018/01/03","136.4500","1507877.0000","134.0100","136.8000","133.7000"
"2018/01/02","133.7500","2906928.0000","135.8900","135.9800","132.2000"
"2017/12/29","135.7300","1685606.0000","136.5100","137.6000","135.3500"
"2017/12/28","136.5700","1704183.0000","136.4600","136.6400","135.5000"
"2017/12/27","136.2500","2284504.0000","133.7000","136.3300","133.6000"
"2017/12/26","133.3000","1151076.0000","133.9600","134.2250","133.1500"
"2017/12/22","133.9700","2780885.0000","133.7000","134.7400","133.5000"
"2017/12/21","133.9500","1908485.0000","134.4500","135.1800","133.4700"
"2017/12/20","133.8400","1455646.0000","133.6800","134.2600","133.2650"
"2017/12/19","133.1400","2914797.0000","133.8800","134.0400","132.6450"
"2017/12/18","133.3400","3720669.0000","130.4500","134.3100","130.3300"
"2017/12/15","129.8200","4092282.0000","128.7000","129.9000","128.0800"
"2017/12/14","127.7200","2536609.0000","128.5800","128.7850","127.6900"
"2017/12/13","128.4700","2119587.0000","128.8800","129.6400","128.3500"
"2017/12/12","128.7600","1529245.0000","128.6000","129.0200","127.9300"
"2017/12/11","128.5700","1432705.0000","128.8400","129.2500","128.0000"
"2017/12/08","129.3200","4325149.0000","128.4100","129.9900","128.3900"
"2017/12/07","127.8500","1464967.0000","127.2100","127.9800","126.9042"
"2017/12/06","127.3000","1638826.0000","127.7400","128.0500","127.1500"
"2017/12/05","127.5300","2063936.0000","127.9200","129.4700","127.3800"
"2017/12/04","127.7300","2128509.0000","127.7100","129.5600","127.6700"
"2017/12/01","126.8600","2371086.0000","126.0300","127.3400","124.4500"
"2017/11/30","127.0000","3102675.0000","126.1400","127.9700","125.6500"
"2017/11/29","126.4900","2721723.0000","127.2500","127.4300","125.6100"
"2017/11/28","126.9000","3064750.0000","127.2500","127.5500","126.5600"
"2017/11/27","126.9300","2560256.0000","126.3300","127.3700","126.3300"
"2017/11/24","126.5000","729350.0000","126.5100","127.1000","126.3800"
"2017/11/22","126.3900","2323935.0000","127.9600","128.0000","126.0700"
"2017/11/21","127.6200","3467926.0000","126.3300","128.3700","126.3300"
"2017/11/20","125.9100","1937760.0000","125.3300","126.2400","125.0600"
"2017/11/17","125.4800","3601316.0000","123.9800","125.6400","123.7700"
"2017/11/16","124.3800","3490602.0000","121.9400","124.4200","121.5001"
"2017/11/15","122.2600","3043260.0000","122.9100","122.9600","121.3800"
"2017/11/14","123.0600","2141797.0000","120.0800","123.1000","119.9500"
"2017/11/13","120.3900","2387311.0000","119.6700","120.8800","119.5990"
"2017/11/10","120.1100","3377034.0000","119.0400","120.8700","118.0100"
"2017/11/09","118.8100","3317549.0000","119.2600","120.1200","118.1300"
"2017/11/08","119.9800","6134025.0000","121.0000","124.3400","119.1900"
"2017/11/07","120.8900","5249345.0000","122.2100","123.3100","120.6600"
"2017/11/06","121.9800","2838283.0000","121.3400","123.0300","120.8500"
"2017/11/03","121.5500","4043277.0000","119.6900","121.5800","119.6100"
"2017/11/02","119.6400","3713451.0000","120.4400","121.2530","119.0200"
"2017/11/01","120.1600","1380127.0000","120.5100","120.9200","119.6000"
"2017/10/31","119.4800","1712804.0000","118.6200","119.9100","118.3200"
"2017/10/30","118.5200","1841346.0000","118.6700","118.9700","117.5200"
"2017/10/27","118.8700","2067384.0000","117.4100","119.4250","117.2700"
"2017/10/26","118.8100","2637154.0000","117.5300","119.3600","116.4000"
"2017/10/25","116.3300","2885591.0000","116.1100","117.0400","115.5700"
"2017/10/24","116.8100","1697080.0000","115.7700","117.0900","115.4400"
"2017/10/23","115.3100","1409337.0000","115.0600","115.5200","114.7100"
"2017/10/20","115.0200","2545237.0000","115.4900","115.6100","114.4000"
"2017/10/19","115.2000","1695186.0000","115.3500","115.4100","114.5400"
"2017/10/18","115.7700","2457821.0000","115.3200","116.6700","115.0500"
"2017/10/17","115.0400","743957.0000","114.5500","115.0800","114.1700"
"2017/10/16","114.7500","4016200.0000","115.0000","115.4000","113.8150"
"2017/10/13","115.1100","1690312.0000","115.0000","115.3050","114.4000"
"2017/10/12","114.4600","1755546.0000","114.0700","114.8700","113.6500"
"2017/10/11","114.1300","1337790.0000","113.8900","114.4100","113.6900"
"2017/10/10","114.0800","1921419.0000","112.8800","114.1100","112.4600"
"2017/10/09","112.7600","1309980.0000","111.9600","112.7900","111.7000"
"2017/10/06","111.7600","1872486.0000","111.2400","111.7700","110.7400"
"2017/10/05","111.2700","3459129.0000","109.2200","111.5000","108.8700"
"2017/10/04","108.8200","2720428.0000","109.2500","109.5400","108.3100"
"2017/10/03","109.4000","2224872.0000","110.3900","110.8400","108.9900"
"2017/10/02","110.5300","1545494.0000","110.3500","111.4600","109.7000"
"2017/09/29","110.2600","3555261.0000","109.6700","111.3200","109.2000"
"2017/09/28","110.0000","1821401.0000","108.1500","110.0600","107.9600"
"2017/09/27","108.3600","3532231.0000","108.3600","108.9600","107.4300"
"2017/09/26","108.0700","2802990.0000","109.0700","109.6500","107.9600"
"2017/09/25","108.8700","3708992.0000","107.8500","109.9700","107.4300"
"2017/09/22","107.8800","1179138.0000","107.1800","108.0700","107.0000"
"2017/09/21","107.5700","1911798.0000","107.8400","108.5000","107.3300"
"2017/09/20","107.6900","3472112.0000","107.3000","108.2400","106.8400"
"2017/09/19","107.3500","2135309.0000","105.5800","107.4300","105.0720"
"2017/09/18","105.5400","2274159.0000","105.7700","106.4800","105.4500"
"2017/09/15","105.3900","2759698.0000","105.9700","105.9700","104.3900"
"2017/09/14","106.3900","3517535.0000","106.3400","106.9600","105.6500"
"2017/09/13","106.7700","1821571.0000","105.0000","106.9200","104.7100"
"2017/09/12","105.0800","1269203.0000","104.6600","105.4799","104.2900"
"2017/09/11","104.6300","2974882.0000","103.8200","106.2000","103.8200"
"2017/09/08","103.4300","1876132.0000","101.7300","104.4400","101.6100"
"2017/09/07","101.7600","1661419.0000","102.1300","102.2400","101.2100"
"2017/09/06","101.8000","1262245.0000","102.6800","102.8600","101.2200"
"2017/09/05","102.2800","1886720.0000","103.6700","103.8200","101.1100"
"2017/09/01","103.8000","1258055.0000","104.0200","104.2500","103.4200"
"2017/08/31","103.5800","1837114.0000","103.7100","104.3497","102.8100"
"2017/08/30","103.6400","1954360.0000","100.7600","103.7500","100.5600"
"2017/08/29","100.2300","1286208.0000","99.9100","100.5400","99.5810"
"2017/08/28","100.7100","1389157.0000","100.9900","100.9900","100.2400"
"2017/08/25","100.6600","1346355.0000","100.7900","100.9700","100.1500"
"2017/08/24","99.9500","1364972.0000","100.5600","101.0300","99.5800"
"2017/08/23","100.4300","2749752.0000","101.1500","101.6999","100.2700"
"2017/08/22","102.0000","2592716.0000","99.2100","102.4099","98.8600"
